Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionRiskScore,RiskLevel
49,Yes,Travel_Rarely,Research & Development,14,3,Marketing,1,Female,Research Director,1,Married,6824,9,No,3,1,42,4,2,39,9,5,16,61.5,High
40,No,Travel_Rarely,Research & Development,16,2,Life Sciences,3,Female,Laboratory Technician,2,Married,2936,4,No,3,0,11,1,4,8,8,4,8,37.6,Medium
23,No,Travel_Rarely,Sales,1,3,Medical,2,Female,Sales Executive,3,Married,6903,0,Yes,3,3,44,6,4,40,0,11,13,29.0,Low
41,No,Travel_Rarely,Human Resources,21,1,Medical,4,Male,Human Resources,1,Single,5887,6,No,3,0,36,6,3,33,9,6,8,63.9,High
37,No,Travel_Rarely,Research & Development,17,3,Other,2,Female,Manager,1,Divorced,2698,9,Yes,3,1,16,1,1,12,8,2,8,65.6,High
54,No,Travel_Rarely,Research & Development,26,5,Marketing,1,Female,Manager,4,Married,5607,7,No,3,1,37,1,1,35,2,4,8,46.0,Medium
37,No,Non-Travel,Human Resources,8,3,Life Sciences,3,Male,Human Resources,4,Married,6120,7,No,3,1,28,1,4,24,18,1,5,23.7,Low
29,No,Travel_Rarely,Sales,18,3,Technical Degree,2,Male,Manager,1,Divorced,3375,6,No,3,3,23,6,4,23,8,4,11,29.1,Low
50,No,Travel_Rarely,Research & Development,16,2,Human Resources,1,Female,Healthcare Representative,4,Divorced,3539,1,No,3,1,18,2,1,16,9,6,9,23.1,Low
45,No,Travel_Frequently,Research & Development,6,5,Medical,2,Female,Manager,4,Married,2683,4,Yes,3,0,4,4,3,1,1,14,1,36.4,Medium
25,No,Travel_Rarely,Research & Development,10,4,Human Resources,3,Female,Research Director,4,Divorced,3754,3,No,3,2,15,2,4,12,12,10,12,15.8,Low
18,No,Travel_Rarely,Sales,10,4,Medical,4,Male,Sales Executive,2,Single,4879,4,No,4,2,32,3,3,30,17,9,6,54.2,Medium
54,No,Travel_Rarely,Research & Development,5,5,Medical,1,Male,Manager,1,Single,3544,9,No,3,1,28,6,2,28,13,10,12,67.2,High
39,No,Travel_Rarely,Sales,26,4,Life Sciences,1,Female,Sales Executive,1,Married,2016,8,No,3,1,29,5,4,27,2,6,0,61.7,High
23,No,Travel_Frequently,Sales,28,1,Medical,3,Female,Sales Representative,4,Married,3251,3,No,3,3,27,6,2,26,1,8,5,29.5,Low
38,No,Travel_Rarely,Research & Development,12,4,Life Sciences,1,Female,Research Scientist,2,Married,3826,7,Yes,3,2,14,0,4,14,0,2,7,54.7,Medium
49,No,Travel_Rarely,Research & Development,20,1,Life Sciences,3,Female,Research Scientist,4,Married,8023,7,No,3,3,32,2,2,30,17,7,8,36.0,Medium
52,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1,Male,Healthcare Representative,2,Married,7022,1,Yes,3,3,40,1,4,39,8,4,6,45.9,Medium
32,Yes,Travel_Rarely,Sales,14,4,Life Sciences,3,Female,Sales Executive,1,Divorced,8117,5,Yes,3,3,18,1,3,14,12,6,9,56.3,Medium
22,No,Travel_Rarely,Research & Development,14,4,Life Sciences,2,Male,Laboratory Technician,4,Married,3154,4,No,3,3,32,3,3,32,1,0,7,25.2,Low
23,No,Travel_Rarely,Sales,3,1,Medical,2,Male,Manager,1,Divorced,5350,1,No,3,0,23,4,3,19,6,0,1,32.9,Medium
42,No,Travel_Rarely,Sales,29,1,Life Sciences,2,Male,Sales Executive,2,Divorced,1148,9,No,3,1,12,0,2,11,11,3,11,54.2,Medium
57,No,Travel_Rarely,Research & Development,12,3,Human Resources,1,Female,Manager,3,Single,6357,3,No,3,1,39,2,3,36,18,4,14,42.9,Medium
46,No,Travel_Rarely,Human Resources,20,2,Life Sciences,3,Female,Human Resources,2,Single,7090,6,No,3,3,11,4,2,8,8,12,5,55.3,Medium
24,No,Travel_Rarely,Research & Development,18,4,Medical,3,Male,Laboratory Technician,3,Married,3979,0,Yes,3,3,25,4,4,22,10,9,13,32.0,Medium
57,No,Non-Travel,Research & Development,12,2,Life Sciences,4,Male,Healthcare Representative,1,Divorced,5867,8,No,3,0,11,5,2,7,0,2,7,45.4,Medium
30,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Female,Research Scientist,1,Single,1980,9,No,3,3,31,5,4,31,6,5,2,54.3,Medium
55,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,Research Scientist,4,Single,3039,0,No,3,0,17,2,1,13,13,2,0,35.5,Medium
35,No,Travel_Rarely,Sales,27,1,Medical,2,Female,Sales Executive,3,Divorced,7779,4,No,3,0,30,2,1,26,7,4,0,45.1,Medium
19,No,Non-Travel,Research & Development,17,3,Marketing,4,Male,Research Scientist,2,Married,6679,6,Yes,3,3,27,2,1,24,9,10,13,67.1,High
25,No,Travel_Rarely,Research & Development,10,5,Life Sciences,2,Male,Research Scientist,1,Single,3838,7,No,4,1,16,2,2,12,4,12,0,75.2,High
28,No,Travel_Rarely,Sales,18,4,Life Sciences,3,Male,Sales Executive,3,Single,7996,1,No,4,0,21,1,1,20,8,14,0,68.5,High
50,No,Travel_Frequently,Research & Development,22,4,Life Sciences,2,Male,Manager,2,Divorced,5339,3,No,3,1,32,6,1,30,0,0,3,42.8,Medium
55,No,Travel_Rarely,Research & Development,19,5,Technical Degree,1,Male,Healthcare Representative,3,Divorced,3631,1,Yes,4,1,38,6,1,36,1,2,11,35.6,Medium
44,No,Non-Travel,Sales,26,2,Marketing,2,Male,Manager,2,Single,4404,3,No,3,0,6,4,4,4,4,6,4,50.6,Medium
37,No,Travel_Rarely,Sales,21,3,Life Sciences,2,Male,Manager,2,Married,3739,5,Yes,3,2,15,6,3,12,12,2,3,61.0,High
29,No,Non-Travel,Research & Development,1,2,Life Sciences,3,Male,Research Scientist,2,Divorced,2415,5,No,4,0,30,4,2,27,19,4,9,35.8,Medium
60,No,Travel_Rarely,Sales,24,5,Human Resources,1,Female,Manager,2,Married,10446,1,No,3,2,26,1,1,24,9,6,10,54.5,Medium
48,Yes,Travel_Rarely,Research & Development,29,5,Life Sciences,3,Male,Manager,3,Divorced,3495,3,No,3,0,34,6,4,34,8,12,5,32.8,Medium
44,No,Travel_Rarely,Research & Development,4,3,Medical,4,Male,Healthcare Representative,3,Married,2982,3,No,3,0,40,4,3,38,9,1,9,26.5,Low
49,No,Travel_Rarely,Research & Development,25,5,Life Sciences,4,Female,Healthcare Representative,4,Divorced,1963,0,No,3,1,10,2,3,6,5,2,6,15.2,Low
27,No,Travel_Rarely,Research & Development,4,5,Medical,1,Female,Healthcare Representative,3,Married,1010,1,No,3,1,39,0,3,37,16,3,2,24.4,Low
20,No,Travel_Rarely,Research & Development,2,3,Human Resources,4,Female,Manager,3,Single,7486,2,No,3,3,33,6,4,31,5,15,14,31.9,Medium
44,No,Travel_Rarely,Research & Development,19,4,Human Resources,1,Female,Manager,4,Married,7912,4,No,3,1,2,5,1,2,2,4,2,41.9,Medium
52,No,Travel_Rarely,Research & Development,21,2,Marketing,2,Female,Research Scientist,3,Married,10054,7,No,3,1,41,5,3,38,19,11,9,45.5,Medium
48,No,Travel_Rarely,Research & Development,12,4,Life Sciences,4,Female,Research Director,2,Divorced,4494,5,No,3,1,39,4,4,36,2,8,10,29.0,Low
32,No,Travel_Rarely,Sales,10,4,Medical,2,Female,Manager,1,Single,4051,2,Yes,4,1,25,0,4,21,18,8,15,63.3,High
33,No,Travel_Rarely,Research & Development,13,2,Life Sciences,3,Female,Research Director,1,Divorced,3624,5,No,3,3,9,5,2,7,7,15,7,41.2,Medium
30,No,Travel_Rarely,Research & Development,29,4,Human Resources,4,Male,Manager,4,Single,3827,6,No,3,1,17,6,4,16,3,3,13,43.7,Medium
52,No,Travel_Rarely,Research & Development,22,3,Marketing,3,Male,Manager,3,Married,9622,5,No,3,2,30,0,3,26,7,13,15,39.4,Medium
28,No,Travel_Frequently,Research & Development,23,2,Medical,3,Female,Manager,3,Single,4837,9,Yes,3,2,35,1,3,32,16,8,13,65.2,High
38,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,Research Director,4,Married,6166,5,Yes,3,3,16,3,4,16,4,3,5,38.1,Medium
28,No,Travel_Frequently,Research & Development,23,4,Medical,3,Female,Manager,1,Married,3769,0,No,3,1,14,4,3,11,11,1,9,38.5,Medium
47,No,Travel_Rarely,Research & Development,15,5,Human Resources,1,Male,Research Scientist,2,Married,10856,2,No,3,2,29,1,4,26,0,9,16,40.0,Medium
52,No,Travel_Rarely,Research & Development,26,2,Medical,1,Male,Manager,3,Single,1567,6,Yes,4,0,7,1,3,7,7,0,7,64.7,High
39,No,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Female,Laboratory Technician,4,Married,2362,3,Yes,3,2,24,0,2,22,3,6,9,34.0,Medium
55,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Male,Research Director,2,Divorced,6172,3,No,3,1,30,4,1,28,13,3,13,45.8,Medium
48,No,Travel_Frequently,Research & Development,20,1,Life Sciences,1,Female,Laboratory Technician,4,Married,14049,6,Yes,3,2,22,1,2,19,2,11,16,51.4,Medium
31,No,Non-Travel,Sales,29,4,Other,2,Female,Sales Executive,4,Single,4293,8,No,3,0,19,2,2,15,4,7,8,53.0,Medium
41,No,Travel_Frequently,Research & Development,13,5,Human Resources,1,Female,Research Scientist,4,Single,2964,1,Yes,3,2,17,1,1,16,6,7,14,54.1,Medium
49,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,Healthcare Representative,1,Divorced,8958,8,No,3,1,19,2,3,15,0,11,6,40.5,Medium
53,Yes,Non-Travel,Sales,25,5,Marketing,1,Female,Sales Representative,1,Married,5968,2,No,3,0,22,3,1,18,11,7,1,64.3,High
49,No,Travel_Frequently,Research & Development,7,2,Medical,2,Female,Manager,4,Single,10658,5,No,3,3,10,2,4,7,7,5,3,22.3,Low
32,No,Travel_Rarely,Sales,24,3,Medical,4,Female,Manager,3,Divorced,2266,3,Yes,3,0,40,2,1,37,7,8,17,51.8,Medium
60,No,Non-Travel,Research & Development,8,3,Medical,4,Female,Research Scientist,2,Married,10168,0,Yes,3,2,38,0,2,37,5,13,10,47.1,Medium
52,Yes,Travel_Rarely,Research & Development,18,1,Marketing,2,Female,Research Director,3,Single,1940,8,No,4,3,29,1,1,28,1,3,4,52.9,Medium
20,No,Travel_Rarely,Sales,9,5,Medical,4,Female,Sales Representative,1,Divorced,4134,5,No,3,0,41,3,3,40,18,4,7,46.3,Medium
33,No,Travel_Frequently,Research & Development,6,4,Medical,2,Female,Laboratory Technician,2,Married,6295,7,No,3,0,38,1,2,35,19,3,4,49.6,Medium
22,No,Travel_Rarely,Research & Development,27,2,Life Sciences,3,Male,Laboratory Technician,4,Married,5495,1,No,3,0,28,6,4,25,19,4,1,30.5,Medium
38,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,Research Director,3,Married,9286,6,No,3,1,34,6,3,30,13,1,4,37.4,Medium
27,No,Travel_Rarely,Sales,15,2,Technical Degree,1,Male,Sales Representative,3,Divorced,1642,5,No,3,3,14,2,2,11,0,4,2,24.2,Low
36,No,Travel_Rarely,Sales,5,3,Other,1,Male,Sales Executive,4,Single,5348,1,Yes,3,3,18,5,4,16,9,9,11,31.4,Medium
42,No,Travel_Rarely,Research & Development,26,4,Medical,1,Female,Research Director,3,Single,10094,1,No,3,0,16,2,3,14,14,7,6,48.1,Medium
21,No,Travel_Rarely,Human Resources,5,2,Life Sciences,1,Male,Manager,1,Single,5092,3,No,3,3,9,1,4,8,3,8,3,47.2,Medium
46,No,Travel_Rarely,Research & Development,7,2,Other,2,Female,Manager,4,Married,2476,3,No,4,2,41,3,1,38,10,6,13,22.8,Low
36,Yes,Travel_Rarely,Sales,9,1,Marketing,3,Male,Manager,3,Married,8995,2,No,3,2,13,5,1,11,11,6,11,37.1,Medium
60,No,Travel_Frequently,Research & Development,7,5,Medical,2,Male,Research Director,4,Married,3330,7,Yes,3,0,35,3,4,31,19,13,6,40.5,Medium
19,No,Travel_Rarely,Research & Development,9,5,Medical,4,Male,Research Director,2,Single,2997,6,No,3,2,24,0,1,24,0,5,14,60.4,High
27,No,Non-Travel,Research & Development,20,5,Medical,4,Male,Research Scientist,4,Married,2779,1,No,4,0,42,2,4,38,15,1,0,23.3,Low
60,No,Travel_Rarely,Sales,10,1,Medical,4,Male,Sales Executive,3,Married,4362,2,No,3,2,17,2,3,17,17,9,11,26.0,Low
42,No,Travel_Rarely,Research & Development,26,3,Other,4,Male,Research Director,1,Married,5485,9,No,3,0,18,6,2,14,8,11,5,68.1,High
37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,4,Female,Laboratory Technician,4,Divorced,2295,8,No,3,0,33,0,4,31,8,10,12,20.5,Low
36,No,Non-Travel,Human Resources,6,2,Life Sciences,3,Male,Human Resources,4,Married,2596,4,No,3,3,8,6,2,5,5,9,5,19.8,Low
40,No,Travel_Rarely,Research & Development,24,4,Life Sciences,2,Male,Research Scientist,3,Married,3239,1,No,3,3,34,1,2,34,16,12,12,39.0,Medium
41,No,Travel_Rarely,Research & Development,14,2,Life Sciences,4,Female,Laboratory Technician,1,Single,2771,2,No,3,0,36,2,4,33,11,8,14,52.4,Medium
28,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Male,Manager,1,Married,5024,7,No,3,3,40,1,1,37,12,15,15,63.9,High
51,Yes,Travel_Rarely,Sales,1,4,Life Sciences,3,Male,Sales Executive,2,Divorced,6104,3,No,3,3,6,3,3,4,4,13,4,26.6,Low
45,No,Travel_Rarely,Research & Development,17,5,Life Sciences,1,Male,Laboratory Technician,2,Divorced,5621,1,No,3,1,18,5,2,17,15,4,12,34.3,Medium
22,No,Travel_Rarely,Research & Development,13,1,Life Sciences,3,Male,Laboratory Technician,3,Single,5626,1,No,3,2,16,5,3,15,15,5,12,37.2,Medium
22,No,Travel_Frequently,Sales,24,3,Life Sciences,3,Female,Manager,1,Married,13394,5,Yes,3,3,7,5,2,7,0,0,7,72.1,High
38,No,Travel_Rarely,Research & Development,27,2,Life Sciences,1,Male,Healthcare Representative,1,Single,6337,7,No,3,0,26,6,4,24,0,15,16,70.6,High
29,No,Travel_Frequently,Research & Development,7,2,Medical,1,Female,Manager,2,Divorced,7866,6,No,3,1,34,4,1,31,11,4,2,40.6,Medium
21,No,Travel_Rarely,Sales,9,3,Medical,4,Female,Sales Representative,2,Married,3832,3,No,3,1,29,0,3,25,5,5,14,37.8,Medium
59,No,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,Laboratory Technician,3,Married,8659,1,No,4,3,25,5,2,21,8,9,16,27.3,Low
37,No,Travel_Rarely,Research & Development,3,2,Medical,2,Female,Healthcare Representative,1,Single,3724,8,No,3,0,30,2,4,30,4,15,5,59.1,Medium
55,No,Travel_Frequently,Research & Development,26,3,Human Resources,3,Male,Research Scientist,4,Divorced,6290,3,Yes,4,0,9,0,4,9,9,10,9,38.4,Medium
42,No,Travel_Rarely,Sales,12,2,Other,3,Male,Sales Executive,2,Married,2158,8,No,4,0,11,3,2,11,11,1,3,52.9,Medium
31,No,Travel_Frequently,Research & Development,21,5,Life Sciences,4,Male,Research Director,3,Single,5430,4,No,3,0,29,3,2,27,16,6,11,59.1,Medium
28,No,Travel_Rarely,Human Resources,3,5,Technical Degree,3,Male,Human Resources,1,Married,2737,6,No,4,0,9,6,2,5,5,13,1,49.8,Medium
49,No,Travel_Rarely,Human Resources,15,2,Life Sciences,1,Female,Manager,1,Single,8618,4,Yes,3,2,21,3,1,19,0,3,6,77.7,High
28,No,Travel_Frequently,Research & Development,21,2,Life Sciences,3,Male,Healthcare Representative,2,Married,8312,1,No,3,0,6,3,2,4,4,4,4,48.6,Medium
35,No,Travel_Frequently,Sales,10,5,Life Sciences,3,Female,Sales Executive,3,Divorced,3714,5,No,3,0,25,4,2,22,7,2,11,32.7,Medium
44,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,Laboratory Technician,4,Divorced,16810,6,Yes,3,2,10,1,1,8,2,4,8,40.5,Medium
35,No,Travel_Rarely,Sales,14,1,Medical,1,Male,Sales Executive,2,Married,4140,5,Yes,3,3,30,1,4,28,4,11,13,50.5,Medium
40,No,Non-Travel,Sales,27,1,Medical,3,Female,Sales Representative,3,Divorced,1868,2,Yes,3,1,18,5,2,15,7,3,0,39.6,Medium
28,No,Travel_Rarely,Research & Development,20,4,Marketing,2,Female,Healthcare Representative,1,Married,3079,9,No,3,2,22,4,3,21,18,11,8,57.7,Medium
38,Yes,Travel_Rarely,Research & Development,6,1,Life Sciences,1,Male,Laboratory Technician,4,Single,2626,7,No,3,1,10,6,4,7,7,13,6,34.7,Medium
22,No,Non-Travel,Research & Development,2,2,Life Sciences,2,Male,Research Scientist,3,Divorced,6171,2,No,3,1,19,1,3,19,17,9,4,23.9,Low
40,No,Travel_Rarely,Research & Development,29,2,Life Sciences,2,Male,Research Scientist,4,Single,2342,4,No,3,2,14,6,2,13,0,5,9,44.7,Medium
58,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,Research Director,3,Married,3556,8,No,3,0,42,6,1,38,14,1,9,56.7,Medium
42,No,Travel_Frequently,Sales,8,1,Human Resources,2,Male,Manager,3,Divorced,5935,4,Yes,4,1,38,3,1,36,17,2,17,49.8,Medium
58,No,Travel_Rarely,Human Resources,1,5,Marketing,4,Male,Human Resources,3,Single,5341,6,Yes,3,0,34,1,1,33,6,11,6,69.7,High
27,No,Travel_Rarely,Research & Development,29,5,Human Resources,2,Female,Research Scientist,3,Married,4877,6,No,3,3,14,0,2,10,10,14,10,51.0,Medium
39,No,Travel_Frequently,Research & Development,4,4,Marketing,4,Female,Manager,4,Divorced,5300,4,No,4,2,42,5,2,39,15,9,12,17.4,Low
36,No,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,Manager,2,Married,3935,1,No,3,1,35,1,3,32,14,0,10,46.2,Medium
18,No,Travel_Rarely,Research & Development,4,5,Life Sciences,3,Male,Laboratory Technician,4,Single,1877,4,Yes,3,0,30,0,1,30,5,6,9,65.8,High
24,No,Travel_Rarely,Research & Development,29,4,Medical,3,Male,Manager,3,Married,3873,6,No,3,1,33,2,2,33,8,8,8,51.9,Medium
21,No,Non-Travel,Sales,5,1,Medical,4,Male,Sales Executive,4,Single,6511,6,No,3,3,7,0,4,6,6,1,6,25.2,Low
18,No,Travel_Rarely,Sales,28,3,Technical Degree,1,Male,Sales Representative,4,Married,4527,3,No,4,3,24,0,2,22,13,6,13,31.2,Medium
32,No,Non-Travel,Research & Development,28,3,Medical,4,Female,Research Scientist,4,Divorced,6216,0,No,3,1,9,3,2,6,6,14,2,21.2,Low
57,No,Travel_Rarely,Research & Development,20,2,Life Sciences,4,Male,Research Scientist,3,Married,3456,5,Yes,3,2,25,3,4,24,15,2,13,43.8,Medium
29,No,Travel_Rarely,Sales,9,1,Marketing,1,Male,Manager,4,Married,8924,2,No,3,3,3,5,1,2,2,4,2,29.0,Low
39,No,Travel_Frequently,Human Resources,23,3,Technical Degree,2,Male,Manager,1,Married,1060,4,No,3,0,38,3,4,37,15,5,2,43.3,Medium
39,No,Travel_Rarely,Sales,13,4,Medical,2,Female,Sales Executive,3,Married,5350,3,Yes,3,3,19,0,1,19,19,7,7,53.2,Medium
34,No,Travel_Rarely,Research & Development,18,5,Medical,1,Female,Research Director,4,Divorced,11040,1,No,4,0,36,4,4,33,15,3,1,19.1,Low
46,No,Travel_Rarely,Research & Development,17,1,Life Sciences,4,Male,Manager,1,Single,12071,6,No,4,1,29,3,3,29,11,1,1,70.0,High
31,No,Travel_Rarely,Research & Development,25,1,Medical,3,Male,Healthcare Representative,4,Divorced,4276,4,No,3,0,16,3,1,16,16,2,16,29.0,Low
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,Laboratory Technician,2,Married,2217,6,No,3,1,10,0,2,9,4,7,6,45.8,Medium
50,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Male,Research Director,4,Single,11157,8,Yes,3,3,38,2,3,34,12,6,16,60.9,High
60,No,Travel_Rarely,Sales,15,3,Medical,1,Female,Manager,4,Single,4764,3,No,3,2,23,2,1,19,7,5,5,37.4,Medium
32,No,Travel_Rarely,Human Resources,2,4,Life Sciences,1,Female,Human Resources,2,Married,4467,4,Yes,3,3,21,1,1,17,4,4,9,53.1,Medium
29,No,Travel_Rarely,Research & Development,16,2,Marketing,1,Female,Research Scientist,3,Married,2876,8,No,3,3,27,5,1,26,11,10,6,47.2,Medium
57,No,Travel_Rarely,Research & Development,20,3,Other,2,Male,Manager,2,Single,2321,9,No,4,3,37,2,4,35,8,4,3,47.0,Medium
37,No,Travel_Frequently,Sales,22,2,Life Sciences,4,Male,Sales Representative,3,Divorced,6893,3,No,3,3,25,3,1,22,2,0,10,32.4,Medium
47,Yes,Travel_Rarely,Sales,5,2,Marketing,1,Female,Sales Representative,2,Married,7346,4,Yes,3,2,32,4,2,31,2,13,15,58.8,Medium
55,No,Travel_Rarely,Sales,27,1,Medical,3,Male,Sales Representative,4,Divorced,5546,4,No,3,3,10,1,1,9,0,5,9,26.0,Low
20,No,Travel_Rarely,Research & Development,22,5,Life Sciences,1,Female,Research Director,4,Single,3107,7,No,3,0,10,5,2,10,10,12,5,59.1,Medium
45,No,Travel_Rarely,Research & Development,19,5,Medical,4,Male,Research Director,3,Married,2594,3,Yes,3,2,41,4,2,37,11,8,17,48.1,Medium
43,No,Travel_Rarely,Research & Development,5,4,Medical,2,Male,Laboratory Technician,3,Single,2081,3,No,3,2,6,4,2,5,5,7,5,36.1,Medium
47,No,Travel_Rarely,Research & Development,2,4,Medical,3,Female,Healthcare Representative,1,Single,3511,6,No,3,0,42,3,3,40,8,11,1,59.0,Medium
30,Yes,Travel_Rarely,Human Resources,7,5,Other,3,Male,Human Resources,1,Divorced,2687,4,No,3,1,36,0,2,33,17,9,5,39.1,Medium
30,No,Travel_Frequently,Sales,3,5,Medical,1,Male,Manager,4,Single,1762,5,Yes,3,3,37,0,4,35,17,14,11,40.8,Medium
19,No,Travel_Frequently,Research & Development,17,1,Human Resources,4,Male,Research Scientist,4,Married,7264,5,No,3,2,37,0,1,36,6,0,0,45.3,Medium
54,No,Travel_Rarely,Research & Development,24,1,Medical,1,Female,Healthcare Representative,1,Single,2227,5,Yes,3,3,17,2,4,16,3,10,10,61.2,High
55,No,Travel_Frequently,Research & Development,24,5,Life Sciences,3,Male,Laboratory Technician,1,Married,8869,9,No,3,3,39,0,3,39,12,12,3,64.4,High
19,No,Travel_Rarely,Research & Development,3,3,Medical,1,Male,Healthcare Representative,3,Divorced,6225,4,Yes,3,0,41,5,1,39,16,5,5,49.6,Medium
53,No,Travel_Rarely,Research & Development,13,3,Life Sciences,4,Female,Research Scientist,2,Married,5864,4,No,4,0,11,3,2,11,1,2,7,48.0,Medium
43,No,Non-Travel,Research & Development,7,1,Medical,2,Male,Research Director,3,Married,13348,8,No,3,0,22,2,1,20,13,5,8,50.6,Medium
28,No,Travel_Rarely,Sales,25,2,Marketing,3,Female,Sales Executive,1,Married,2272,7,Yes,3,3,43,5,3,39,2,8,9,69.4,High
25,No,Travel_Frequently,Sales,24,5,Medical,4,Male,Manager,4,Divorced,8302,3,Yes,4,2,22,0,3,18,4,5,9,33.5,Medium
57,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Female,Laboratory Technician,1,Married,4110,6,No,3,2,4,5,4,2,2,14,2,39.8,Medium
60,No,Travel_Rarely,Research & Development,15,3,Medical,3,Male,Research Director,4,Married,20000,7,No,3,1,17,4,1,17,2,7,3,47.9,Medium
39,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Female,Manager,4,Married,3910,8,Yes,3,3,22,3,1,18,6,13,17,58.5,Medium
37,No,Travel_Rarely,Research & Development,18,3,Marketing,1,Female,Research Director,4,Divorced,3549,4,No,3,1,6,3,1,5,5,14,5,29.9,Low
25,No,Travel_Rarely,Sales,29,2,Technical Degree,2,Female,Sales Executive,4,Married,6344,2,No,4,1,18,5,4,15,12,5,10,22.8,Low
46,No,Travel_Rarely,Sales,10,5,Human Resources,1,Male,Sales Executive,2,Married,4335,3,Yes,3,1,7,1,3,7,7,5,7,61.8,High
57,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Male,Research Scientist,1,Married,3117,9,No,3,1,19,3,2,17,12,15,10,71.1,High
43,No,Travel_Rarely,Research & Development,7,5,Medical,4,Female,Research Director,3,Single,2745,5,No,3,1,41,4,1,38,15,14,3,53.2,Medium
47,No,Travel_Rarely,Sales,9,1,Medical,1,Male,Manager,4,Married,11789,9,Yes,3,3,14,3,4,11,8,6,11,37.7,Medium
34,No,Travel_Rarely,Research & Development,5,2,Other,2,Male,Manager,4,Married,2445,4,No,3,0,10,1,4,9,1,10,9,20.3,Low
37,No,Travel_Rarely,Sales,20,4,Medical,1,Female,Sales Representative,3,Married,5618,8,No,3,1,6,3,2,6,4,12,6,52.0,Medium
33,No,Non-Travel,Research & Development,8,4,Life Sciences,1,Male,Research Director,3,Married,9262,2,Yes,3,2,3,6,3,0,0,9,0,43.5,Medium
60,No,Travel_Frequently,Sales,14,5,Medical,1,Female,Sales Representative,4,Single,9534,1,No,3,3,35,3,1,35,3,15,5,39.6,Medium
24,No,Non-Travel,Research & Development,4,4,Medical,3,Male,Research Director,3,Divorced,3425,5,Yes,4,1,21,1,1,20,16,10,6,46.7,Medium
33,No,Non-Travel,Research & Development,20,3,Marketing,2,Female,Healthcare Representative,3,Divorced,4342,6,Yes,3,2,38,6,4,36,8,3,7,31.4,Medium
44,Yes,Travel_Frequently,Research & Development,28,2,Technical Degree,3,Male,Healthcare Representative,2,Divorced,3865,4,No,3,1,26,6,3,23,19,12,1,30.8,Medium
40,No,Travel_Frequently,Sales,14,2,Life Sciences,2,Male,Manager,3,Married,1956,0,No,3,0,27,3,1,24,1,12,8,42.7,Medium
41,No,Travel_Rarely,Sales,12,2,Human Resources,2,Female,Manager,1,Married,6785,2,No,4,3,9,5,2,6,6,7,6,47.4,Medium
26,No,Non-Travel,Research & Development,2,3,Life Sciences,4,Male,Healthcare Representative,1,Divorced,5029,2,No,3,0,16,2,3,16,10,14,0,38.0,Medium
52,No,Travel_Rarely,Research & Development,13,1,Human Resources,3,Female,Healthcare Representative,1,Married,11665,3,No,3,2,31,6,3,28,12,3,15,43.3,Medium
37,No,Travel_Frequently,Research & Development,1,3,Technical Degree,2,Female,Research Scientist,4,Married,2999,9,No,3,1,29,5,4,29,7,14,17,20.1,Low
54,No,Travel_Rarely,Sales,20,2,Medical,2,Male,Sales Executive,1,Divorced,9444,5,No,3,0,10,3,4,6,0,6,6,42.6,Medium
59,No,Travel_Rarely,Research & Development,7,2,Marketing,4,Female,Manager,2,Married,9853,4,No,3,0,36,0,1,32,16,0,9,48.9,Medium
34,No,Travel_Rarely,Research & Development,28,2,Life Sciences,3,Male,Laboratory Technician,1,Married,5055,0,No,3,1,6,0,4,6,6,11,6,48.4,Medium
48,No,Non-Travel,Research & Development,25,4,Life Sciences,1,Female,Research Director,4,Single,1336,5,No,3,3,27,2,3,23,3,8,16,31.4,Medium
25,No,Non-Travel,Sales,9,1,Life Sciences,4,Male,Sales Representative,2,Single,3613,8,No,3,2,11,6,1,10,10,9,6,66.3,High
32,Yes,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Female,Research Scientist,1,Single,14350,0,No,3,3,9,3,1,8,8,8,2,70.5,High
