Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Frequently,Sales,13,2,Life Sciences,2,Male,Sales Representative,2,Married,3174,6,Yes,3,1,19,3,3,16,16,0,8
46,No,Travel_Rarely,Sales,27,3,Medical,3,Male,Sales Representative,4,Married,14312,9,Yes,3,1,39,3,1,39,0,8,7
36,No,Travel_Frequently,Sales,12,1,Marketing,3,Female,Sales Representative,2,Married,2688,3,No,4,2,6,5,1,2,2,13,2
23,No,Travel_Rarely,Sales,3,1,Technical Degree,2,Female,Sales Representative,1,Married,3980,8,No,3,1,11,3,4,11,11,3,11
50,No,Travel_Rarely,Sales,13,1,Medical,2,Female,Sales Representative,4,Divorced,5090,6,No,3,2,40,3,2,38,9,14,13
57,No,Travel_Frequently,Sales,15,4,Life Sciences,4,Female,Sales Executive,3,Married,5071,0,No,3,1,14,2,1,11,4,3,7
36,No,Travel_Rarely,Research & Development,14,2,Marketing,2,Male,Research Scientist,4,Divorced,6597,3,Yes,3,1,1,2,1,1,1,3,1
18,No,Travel_Rarely,Sales,24,2,Human Resources,4,Male,Sales Representative,4,Married,2272,9,No,3,2,22,5,1,21,14,15,4
22,No,Travel_Rarely,Research & Development,9,2,Other,3,Male,Manager,3,Divorced,4805,5,No,3,2,25,0,4,22,5,1,0
44,No,Travel_Rarely,Research & Development,13,3,Other,2,Female,Research Scientist,2,Married,5339,5,No,3,0,31,1,1,29,6,11,16
33,Yes,Travel_Rarely,Research & Development,23,4,Life Sciences,3,Female,Research Director,3,Divorced,3580,9,No,4,3,4,6,2,4,4,10,4
23,Yes,Travel_Frequently,Research & Development,22,1,Marketing,1,Male,Healthcare Representative,1,Single,6263,5,No,3,2,8,6,4,8,5,12,4
57,No,Travel_Rarely,Sales,4,3,Technical Degree,1,Male,Manager,2,Single,2191,4,No,3,0,21,3,2,20,7,3,6
30,No,Travel_Frequently,Sales,21,2,Medical,1,Male,Manager,4,Married,4040,2,No,4,1,12,4,1,10,10,1,10
52,No,Travel_Rarely,Sales,8,1,Life Sciences,2,Female,Manager,2,Divorced,3127,1,Yes,3,2,5,6,1,4,4,7,2
36,No,Travel_Frequently,Sales,3,4,Human Resources,3,Male,Sales Representative,2,Married,4047,2,Yes,3,2,37,2,2,34,11,15,11
29,No,Non-Travel,Sales,2,5,Medical,2,Male,Manager,1,Single,11710,8,No,3,1,30,1,4,26,9,6,13
33,No,Travel_Frequently,Sales,19,2,Life Sciences,3,Female,Sales Executive,2,Married,11847,2,Yes,3,1,1,0,4,1,1,10,0
60,Yes,Travel_Rarely,Sales,28,2,Life Sciences,4,Female,Sales Representative,2,Married,10532,2,No,3,1,24,1,2,23,14,9,6
27,No,Travel_Frequently,Sales,23,2,Medical,2,Male,Manager,2,Single,3724,0,Yes,3,1,30,3,1,30,6,1,17
42,No,Non-Travel,Research & Development,8,2,Medical,1,Female,Manager,4,Married,8472,1,No,3,3,32,1,3,32,8,13,3
37,No,Travel_Rarely,Sales,17,1,Life Sciences,4,Male,Sales Representative,2,Divorced,5257,2,No,3,2,39,3,2,38,9,1,15
48,No,Travel_Rarely,Research & Development,13,4,Marketing,3,Male,Healthcare Representative,3,Divorced,5051,1,No,3,1,29,5,2,29,9,1,10
21,No,Travel_Frequently,Research & Development,7,3,Technical Degree,2,Male,Laboratory Technician,2,Single,4691,7,No,3,1,38,2,2,36,15,0,17
40,No,Travel_Rarely,Research & Development,9,1,Marketing,3,Female,Manager,1,Married,14115,5,No,3,3,29,2,1,27,6,12,15
19,No,Travel_Rarely,Sales,12,4,Life Sciences,3,Female,Sales Representative,2,Married,11153,6,No,4,2,34,3,4,30,4,5,6
39,No,Travel_Rarely,Research & Development,29,3,Marketing,2,Male,Manager,2,Married,7684,0,No,3,0,12,4,1,10,2,5,2
54,No,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Female,Manager,4,Single,4437,5,No,3,2,23,2,2,22,17,0,4
25,Yes,Travel_Rarely,Sales,14,4,Life Sciences,3,Male,Sales Representative,3,Married,5032,1,Yes,3,0,3,4,1,1,1,10,1
24,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Female,Research Director,2,Married,6757,5,Yes,3,3,43,3,1,39,14,0,16
31,No,Travel_Rarely,Research & Development,3,4,Technical Degree,4,Female,Research Director,3,Divorced,3594,2,Yes,3,1,43,5,2,40,19,5,0
20,No,Travel_Rarely,Sales,15,5,Life Sciences,1,Male,Sales Executive,1,Divorced,8629,6,Yes,3,3,29,3,1,26,4,10,15
33,No,Travel_Frequently,Sales,19,2,Life Sciences,3,Male,Sales Executive,4,Single,2827,2,Yes,3,2,35,5,3,34,11,5,14
36,No,Travel_Frequently,Research & Development,24,2,Life Sciences,1,Female,Research Director,3,Divorced,6217,8,No,3,1,5,6,1,1,1,3,1
35,No,Non-Travel,Research & Development,20,2,Medical,4,Male,Research Scientist,4,Married,1244,2,No,3,2,40,2,1,38,14,2,6
33,Yes,Non-Travel,Sales,14,1,Other,1,Female,Manager,2,Married,3532,6,Yes,3,0,40,4,4,36,8,13,2
25,No,Travel_Rarely,Sales,8,3,Other,1,Male,Manager,1,Married,17096,3,Yes,3,2,20,3,4,20,6,8,12
50,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,Research Director,4,Married,9151,7,No,3,3,8,6,2,4,4,5,4
29,No,Non-Travel,Research & Development,19,2,Life Sciences,3,Male,Manager,2,Married,12348,1,No,3,3,22,2,2,20,12,0,0
28,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,Healthcare Representative,3,Married,3293,7,No,3,3,29,6,4,28,7,2,0
22,No,Travel_Rarely,Research & Development,14,1,Technical Degree,3,Male,Manager,1,Single,5230,8,Yes,3,1,19,5,3,19,11,0,15
44,No,Travel_Rarely,Research & Development,16,5,Life Sciences,3,Female,Laboratory Technician,1,Married,10606,7,No,3,2,41,3,1,37,18,2,1
29,No,Travel_Rarely,Research & Development,20,4,Life Sciences,2,Male,Research Director,3,Single,7185,5,Yes,3,1,22,6,3,19,0,1,17
34,No,Travel_Rarely,Sales,24,2,Medical,3,Male,Sales Representative,3,Single,6668,9,Yes,3,2,26,6,3,24,15,4,17
23,Yes,Travel_Rarely,Sales,6,4,Life Sciences,3,Female,Sales Representative,1,Married,13073,0,No,3,0,2,5,4,1,1,14,1
50,No,Travel_Frequently,Research & Development,23,1,Life Sciences,1,Female,Laboratory Technician,4,Married,2632,6,No,3,2,33,1,2,31,17,2,4
22,No,Travel_Rarely,Research & Development,25,1,Life Sciences,3,Male,Healthcare Representative,1,Married,4400,0,No,3,2,29,5,1,25,10,6,7
45,No,Non-Travel,Research & Development,6,5,Life Sciences,3,Female,Research Director,3,Single,1715,6,No,3,2,6,1,2,5,5,7,5
31,No,Travel_Rarely,Research & Development,3,3,Medical,2,Female,Research Director,4,Divorced,2547,1,No,3,2,43,2,3,40,6,6,13
22,Yes,Travel_Rarely,Sales,15,1,Human Resources,2,Male,Manager,2,Married,9362,7,Yes,4,0,2,3,3,2,2,1,2
50,No,Travel_Rarely,Research & Development,29,2,Life Sciences,1,Male,Research Scientist,1,Single,2834,1,No,4,1,36,6,2,32,7,9,17
58,No,Travel_Rarely,Research & Development,3,5,Life Sciences,1,Female,Healthcare Representative,3,Married,7641,2,No,4,3,1,2,2,0,0,9,0
36,Yes,Travel_Rarely,Sales,11,3,Other,2,Female,Sales Representative,2,Married,13294,2,No,4,2,4,0,4,4,4,6,4
39,No,Travel_Rarely,Sales,3,5,Other,2,Male,Sales Executive,1,Single,4417,0,Yes,3,3,13,5,2,12,9,9,12
22,No,Travel_Rarely,Research & Development,28,1,Life Sciences,4,Male,Research Director,1,Married,6713,4,No,3,3,22,2,2,18,10,2,6
19,No,Non-Travel,Sales,10,3,Marketing,3,Male,Sales Representative,4,Divorced,7677,4,Yes,3,3,12,2,4,11,11,6,11
47,No,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Male,Laboratory Technician,3,Married,2361,9,No,3,3,27,6,2,24,8,14,1
56,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,Sales Representative,2,Single,3395,4,No,4,2,35,1,3,34,6,15,8
21,No,Non-Travel,Research & Development,16,2,Human Resources,3,Male,Manager,1,Divorced,2691,8,No,3,3,15,5,2,11,8,0,4
50,No,Travel_Frequently,Sales,16,4,Medical,3,Female,Manager,4,Married,3561,5,No,4,2,30,1,1,29,12,1,0
30,No,Travel_Rarely,Research & Development,27,4,Medical,1,Female,Research Director,2,Divorced,7552,5,No,3,0,4,3,3,4,2,11,4
37,No,Non-Travel,Research & Development,10,2,Life Sciences,2,Male,Healthcare Representative,2,Single,3438,2,No,3,1,33,2,4,33,2,9,5
24,No,Travel_Rarely,Research & Development,1,4,Medical,2,Male,Manager,1,Married,4812,4,No,3,1,23,5,3,21,0,15,9
32,No,Travel_Rarely,Research & Development,4,1,Medical,3,Male,Research Director,2,Married,2629,9,No,3,2,40,2,4,38,19,0,10
40,Yes,Travel_Rarely,Research & Development,3,3,Medical,1,Male,Research Scientist,1,Single,10258,6,No,3,2,15,3,1,12,1,8,12
31,No,Travel_Rarely,Sales,5,3,Life Sciences,3,Female,Manager,4,Married,3543,2,Yes,3,1,2,4,1,2,2,12,0
40,No,Travel_Frequently,Research & Development,12,2,Medical,2,Female,Research Scientist,4,Married,12256,1,No,4,3,21,3,3,19,14,12,4
36,No,Travel_Rarely,Research & Development,25,1,Medical,4,Male,Laboratory Technician,2,Single,5097,4,No,3,2,31,1,2,30,5,14,5
46,No,Travel_Rarely,Research & Development,12,4,Life Sciences,4,Male,Research Director,1,Married,2112,2,Yes,3,3,7,1,3,4,4,1,4
37,No,Travel_Rarely,Research & Development,13,3,Life Sciences,2,Male,Research Scientist,3,Married,4435,4,Yes,3,2,27,2,3,23,0,1,4
46,No,Travel_Rarely,Sales,24,3,Life Sciences,3,Female,Manager,4,Single,2597,8,Yes,4,2,41,1,1,39,19,5,5
41,Yes,Travel_Frequently,Sales,12,3,Marketing,4,Male,Manager,1,Divorced,6999,9,No,3,0,34,5,4,32,18,6,12
35,No,Travel_Frequently,Research & Development,25,3,Medical,2,Female,Healthcare Representative,1,Divorced,4201,0,Yes,3,0,7,3,3,7,0,13,0
27,Yes,Travel_Rarely,Research & Development,16,5,Technical Degree,1,Female,Research Scientist,1,Single,5420,3,No,3,1,26,2,2,23,1,12,0
58,No,Travel_Frequently,Research & Development,13,2,Life Sciences,3,Male,Research Director,2,Married,3937,9,No,3,0,19,3,1,19,14,1,13
25,No,Travel_Rarely,Research & Development,5,4,Other,3,Female,Manager,3,Single,3522,4,Yes,3,0,15,3,3,15,13,13,7
43,No,Travel_Rarely,Human Resources,24,4,Marketing,4,Female,Human Resources,2,Married,2740,1,No,3,1,14,2,3,11,11,3,8
46,No,Travel_Frequently,Research & Development,4,2,Life Sciences,3,Female,Research Scientist,4,Divorced,8117,1,No,4,3,13,6,2,12,10,2,9
27,No,Non-Travel,Sales,21,1,Life Sciences,4,Female,Sales Representative,2,Married,4429,0,No,4,0,40,4,3,38,14,12,5
34,No,Travel_Rarely,Sales,15,2,Life Sciences,4,Male,Manager,1,Divorced,4069,7,Yes,3,3,24,6,3,24,5,4,8
19,No,Travel_Rarely,Sales,12,3,Human Resources,2,Male,Manager,2,Married,4363,1,No,4,1,33,1,3,31,19,8,17
23,No,Travel_Frequently,Sales,19,3,Life Sciences,4,Female,Manager,1,Married,3270,2,No,3,2,26,0,3,23,8,1,14
22,No,Travel_Frequently,Sales,21,2,Life Sciences,1,Female,Sales Representative,3,Divorced,4077,1,No,3,3,9,6,2,8,4,12,3
45,No,Travel_Frequently,Sales,28,2,Life Sciences,3,Female,Manager,2,Married,5560,3,No,3,1,43,0,3,39,19,4,1
58,No,Travel_Frequently,Sales,19,4,Technical Degree,4,Male,Sales Representative,2,Married,2642,0,Yes,3,3,23,0,3,22,1,7,5
22,Yes,Travel_Rarely,Sales,21,4,Life Sciences,3,Female,Manager,2,Married,2882,2,No,3,1,15,1,3,12,5,5,12
35,No,Non-Travel,Research & Development,11,5,Life Sciences,4,Male,Research Scientist,1,Single,11237,4,No,3,1,32,4,1,31,17,3,6
43,No,Non-Travel,Sales,21,5,Medical,2,Male,Sales Representative,1,Married,3953,9,Yes,3,2,18,3,2,14,14,14,14
37,Yes,Travel_Rarely,Research & Development,6,3,Medical,1,Male,Manager,2,Divorced,3530,0,No,3,3,35,2,1,35,8,9,1
58,No,Travel_Rarely,Research & Development,9,5,Medical,3,Male,Research Scientist,2,Married,2194,3,No,3,2,5,4,1,4,4,7,4
44,No,Travel_Rarely,Human Resources,1,5,Medical,2,Male,Manager,3,Divorced,8187,5,Yes,3,2,24,0,2,21,13,2,9
29,No,Travel_Rarely,Sales,12,1,Technical Degree,3,Female,Sales Executive,3,Single,2608,3,No,3,3,16,5,1,15,12,3,15
24,No,Travel_Frequently,Research & Development,26,2,Technical Degree,2,Male,Laboratory Technician,4,Married,4869,6,No,3,3,44,1,1,40,10,10,17
20,No,Travel_Rarely,Human Resources,14,4,Technical Degree,1,Male,Manager,3,Divorced,1763,6,Yes,4,1,12,6,1,9,9,8,9
27,No,Travel_Frequently,Research & Development,6,5,Life Sciences,4,Male,Healthcare Representative,3,Single,8029,5,Yes,3,3,24,1,2,23,18,4,9
51,No,Travel_Frequently,Research & Development,1,4,Technical Degree,2,Male,Manager,3,Single,9957,8,Yes,3,1,20,6,3,17,17,5,7
42,No,Travel_Rarely,Sales,22,5,Life Sciences,3,Female,Manager,1,Married,6572,1,Yes,3,1,21,2,4,17,17,11,12
52,No,Travel_Rarely,Sales,2,5,Life Sciences,3,Male,Sales Executive,3,Married,1957,9,Yes,3,1,6,5,4,6,6,15,6
33,No,Travel_Rarely,Research & Development,24,3,Other,2,Male,Manager,3,Single,8129,7,Yes,4,1,7,3,2,3,3,10,3
19,No,Travel_Rarely,Research & Development,11,1,Technical Degree,1,Female,Research Scientist,2,Divorced,2991,7,Yes,3,1,25,4,4,25,17,1,11
41,No,Travel_Rarely,Research & Development,3,2,Medical,1,Female,Healthcare Representative,1,Divorced,2434,9,No,3,1,6,5,2,4,4,8,4
27,No,Travel_Rarely,Research & Development,10,2,Other,4,Female,Manager,4,Married,3904,3,No,4,3,19,4,2,15,3,7,15
55,No,Travel_Rarely,Sales,6,3,Human Resources,4,Female,Manager,4,Married,3858,5,Yes,3,3,34,4,4,34,9,6,8
39,No,Travel_Rarely,Research & Development,6,3,Medical,3,Female,Manager,3,Divorced,3629,5,No,3,0,27,3,1,25,16,8,16
43,No,Travel_Rarely,Sales,20,2,Medical,3,Male,Manager,4,Married,10553,4,No,3,3,19,3,3,17,3,4,7
60,No,Travel_Rarely,Research & Development,21,2,Marketing,4,Female,Laboratory Technician,4,Single,16433,0,No,3,2,30,6,4,28,11,4,11
56,No,Travel_Rarely,Research & Development,2,1,Life Sciences,4,Female,Healthcare Representative,4,Single,2161,2,No,3,0,25,3,4,22,12,10,8
44,No,Travel_Frequently,Research & Development,26,5,Life Sciences,4,Male,Laboratory Technician,3,Single,3250,6,No,3,3,17,2,4,13,3,10,5
46,Yes,Travel_Rarely,Sales,26,1,Marketing,2,Female,Manager,4,Single,5354,7,Yes,3,2,18,1,4,14,9,8,9
55,No,Travel_Frequently,Sales,24,2,Life Sciences,4,Female,Sales Executive,3,Single,3892,1,Yes,3,3,36,0,2,32,2,10,8
37,No,Travel_Rarely,Research & Development,10,5,Life Sciences,2,Male,Manager,2,Married,6245,2,Yes,3,1,28,3,2,24,14,4,3
44,No,Travel_Rarely,Sales,23,2,Life Sciences,2,Male,Sales Executive,2,Single,8515,3,Yes,3,0,23,1,3,20,1,8,10
58,No,Travel_Rarely,Research & Development,26,1,Life Sciences,4,Female,Research Director,4,Single,7704,4,No,3,1,20,6,3,16,16,0,5
37,No,Travel_Rarely,Sales,6,1,Human Resources,1,Male,Sales Executive,2,Married,7085,2,No,3,0,22,3,4,22,5,14,17
36,No,Travel_Frequently,Research & Development,23,1,Marketing,1,Male,Manager,3,Single,13299,4,No,3,0,18,0,4,16,7,9,3
37,No,Travel_Frequently,Research & Development,28,5,Medical,3,Female,Laboratory Technician,2,Divorced,1894,7,No,3,1,16,5,4,13,2,9,11
52,Yes,Travel_Rarely,Sales,17,4,Human Resources,4,Male,Sales Executive,4,Single,11944,7,No,3,0,31,3,3,28,17,10,8
19,No,Non-Travel,Research & Development,14,4,Other,3,Male,Research Director,3,Divorced,3836,1,No,3,0,23,1,4,19,0,7,14
47,No,Travel_Rarely,Sales,5,2,Medical,4,Female,Sales Representative,1,Divorced,7872,5,No,3,3,31,6,1,29,15,2,8
51,No,Travel_Rarely,Sales,23,5,Other,3,Female,Sales Representative,3,Married,2649,3,No,3,2,18,6,3,18,6,15,5
39,No,Non-Travel,Human Resources,17,3,Life Sciences,2,Male,Manager,2,Married,2849,8,Yes,3,1,40,2,1,38,2,12,10
20,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Female,Laboratory Technician,1,Divorced,7311,9,No,3,3,13,6,4,12,3,7,6
23,No,Travel_Rarely,Research & Development,9,5,Life Sciences,1,Male,Healthcare Representative,3,Single,1544,1,No,3,3,19,5,2,17,8,4,13
32,No,Travel_Rarely,Sales,12,5,Medical,4,Male,Sales Executive,1,Divorced,8898,7,No,4,1,22,6,1,22,4,1,15
44,No,Travel_Frequently,Research & Development,19,4,Medical,3,Male,Research Scientist,1,Married,10466,0,No,3,0,32,6,3,32,18,8,14
27,No,Travel_Rarely,Research & Development,22,5,Medical,3,Female,Research Director,1,Married,5468,5,No,3,1,38,5,1,38,14,3,8
26,No,Travel_Rarely,Research & Development,7,5,Marketing,3,Male,Research Scientist,3,Married,5351,9,No,3,2,42,5,3,39,7,13,11
50,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,Research Director,2,Married,2980,0,No,4,2,20,0,4,17,5,13,10
49,No,Travel_Rarely,Research & Development,21,1,Life Sciences,3,Female,Research Director,3,Married,7366,1,Yes,3,1,9,1,1,8,8,6,7
23,No,Travel_Rarely,Research & Development,16,2,Medical,3,Male,Research Director,2,Married,6054,2,No,3,3,34,4,2,32,18,11,2
58,No,Travel_Rarely,Research & Development,20,3,Life Sciences,1,Female,Research Scientist,3,Married,2827,8,Yes,4,1,35,6,1,31,14,7,2
53,No,Travel_Rarely,Research & Development,11,2,Medical,3,Male,Research Director,3,Single,3885,4,Yes,3,2,17,4,2,16,6,6,2
19,No,Non-Travel,Human Resources,12,1,Medical,1,Female,Manager,3,Married,4466,9,No,3,1,22,4,3,18,9,10,5
46,No,Travel_Rarely,Sales,15,1,Medical,4,Male,Sales Executive,2,Married,3882,9,No,3,0,30,2,4,26,5,5,10
21,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,Research Director,3,Single,2169,1,No,4,1,6,3,4,5,5,14,5
18,No,Travel_Rarely,Research & Development,19,2,Medical,1,Male,Manager,1,Single,7475,9,No,3,3,36,6,2,34,16,13,1
36,No,Travel_Rarely,Sales,16,1,Technical Degree,4,Female,Sales Representative,3,Single,4246,4,No,4,0,40,3,3,36,8,11,11
43,No,Travel_Rarely,Sales,15,2,Human Resources,2,Female,Sales Representative,1,Married,4960,4,Yes,3,2,36,3,4,33,18,6,15
42,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,Male,Research Director,4,Married,3473,0,No,3,1,22,2,3,19,4,3,2
27,No,Travel_Frequently,Research & Development,11,3,Medical,1,Female,Healthcare Representative,4,Single,6536,2,Yes,3,3,25,4,2,24,6,9,15
32,No,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Male,Research Director,2,Divorced,5537,4,Yes,3,3,7,5,2,3,3,0,3
39,No,Travel_Rarely,Sales,29,2,Marketing,3,Female,Sales Representative,2,Married,10174,8,Yes,3,2,10,3,1,9,9,4,4
38,No,Travel_Rarely,Research & Development,18,5,Other,1,Female,Laboratory Technician,4,Married,6557,9,No,3,1,12,5,4,9,6,7,9
39,No,Travel_Rarely,Sales,13,2,Life Sciences,1,Female,Sales Representative,3,Single,4351,0,Yes,3,3,24,5,4,23,1,9,11
53,No,Travel_Rarely,Sales,4,4,Life Sciences,4,Female,Manager,3,Married,3153,7,No,3,0,24,2,1,20,15,5,0
51,No,Travel_Frequently,Sales,17,2,Life Sciences,3,Female,Sales Representative,3,Married,8263,0,No,3,1,14,2,2,10,10,4,10
47,No,Travel_Rarely,Research & Development,4,3,Marketing,2,Male,Research Scientist,4,Divorced,4148,8,Yes,4,2,29,1,2,26,7,1,14
42,No,Travel_Frequently,Research & Development,16,3,Life Sciences,3,Female,Manager,1,Married,4433,5,No,3,0,15,6,2,15,5,9,15
45,No,Travel_Rarely,Research & Development,23,3,Life Sciences,3,Female,Research Director,2,Married,4432,0,No,3,1,25,3,2,25,5,11,15
18,No,Travel_Rarely,Research & Development,15,1,Other,4,Female,Research Scientist,1,Divorced,3862,7,No,3,3,31,4,3,29,8,4,6
21,No,Travel_Rarely,Research & Development,14,3,Medical,3,Male,Manager,4,Single,4479,4,No,4,2,18,0,4,15,3,9,9
24,No,Travel_Rarely,Research & Development,12,2,Life Sciences,4,Male,Research Director,1,Single,15610,6,No,3,2,8,2,4,6,6,11,6
26,No,Travel_Rarely,Research & Development,3,5,Life Sciences,2,Male,Healthcare Representative,3,Married,2620,6,No,3,1,18,5,2,15,4,2,15
53,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,Research Director,3,Single,3014,6,No,4,2,38,1,2,34,16,12,6
36,No,Non-Travel,Research & Development,8,2,Medical,1,Male,Laboratory Technician,1,Single,11277,5,No,4,0,18,0,2,15,15,15,10
18,No,Travel_Rarely,Research & Development,6,1,Life Sciences,4,Male,Laboratory Technician,4,Married,3924,7,Yes,3,1,40,2,4,39,6,14,16
27,No,Non-Travel,Research & Development,22,1,Medical,4,Male,Healthcare Representative,1,Single,3750,8,No,3,0,13,1,4,11,11,1,4
53,No,Travel_Rarely,Research & Development,14,5,Marketing,3,Male,Research Scientist,3,Married,9144,1,Yes,3,2,37,5,2,34,14,13,0
26,No,Travel_Rarely,Research & Development,17,5,Medical,3,Male,Manager,3,Divorced,2096,6,Yes,3,2,22,3,3,20,13,2,2
59,No,Non-Travel,Sales,21,2,Life Sciences,1,Male,Sales Representative,4,Single,8045,1,No,4,2,38,6,1,35,12,3,15
49,No,Travel_Frequently,Research & Development,19,5,Medical,1,Female,Research Scientist,1,Single,5051,5,No,3,0,16,6,1,16,10,1,14
49,No,Travel_Frequently,Research & Development,16,5,Technical Degree,1,Female,Healthcare Representative,3,Single,6495,1,No,3,2,33,1,1,31,12,13,3
23,No,Travel_Rarely,Research & Development,15,1,Life Sciences,4,Male,Laboratory Technician,3,Single,6422,9,No,3,1,44,2,4,40,8,3,11
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,2,Female,Healthcare Representative,1,Single,3371,5,No,3,3,9,6,4,5,5,3,0
34,No,Travel_Frequently,Research & Development,15,5,Medical,2,Female,Research Director,1,Single,9234,1,No,4,1,26,6,1,23,3,14,16
27,No,Travel_Rarely,Sales,1,2,Medical,4,Male,Manager,2,Married,3533,0,No,3,3,30,3,1,26,16,5,14
44,No,Travel_Frequently,Research & Development,24,3,Life Sciences,3,Male,Manager,4,Married,6281,6,No,3,2,23,5,3,19,13,11,9
52,No,Travel_Rarely,Research & Development,23,1,Marketing,2,Female,Laboratory Technician,4,Married,10328,2,No,3,1,26,4,4,24,17,4,10
38,No,Travel_Rarely,Research & Development,23,1,Medical,3,Male,Laboratory Technician,1,Divorced,11241,3,Yes,3,0,4,6,4,1,1,6,1
42,No,Travel_Rarely,Sales,12,1,Other,1,Female,Sales Representative,4,Divorced,4186,5,No,3,3,10,1,1,8,8,10,1
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Male,Research Scientist,3,Married,6489,4,Yes,3,0,30,0,3,27,0,6,5
32,No,Non-Travel,Research & Development,14,2,Marketing,3,Male,Manager,1,Single,3961,3,Yes,3,3,41,5,3,37,6,2,15
21,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,Laboratory Technician,1,Married,20000,8,No,4,2,5,3,1,2,2,8,2
46,No,Travel_Rarely,Research & Development,10,5,Medical,4,Male,Manager,1,Married,7848,5,No,3,1,22,5,1,19,8,6,11
26,No,Travel_Rarely,Research & Development,20,3,Medical,3,Female,Laboratory Technician,2,Single,5169,5,Yes,4,3,6,3,4,5,2,6,5
44,No,Travel_Rarely,Sales,29,2,Life Sciences,3,Male,Sales Executive,4,Divorced,5928,1,Yes,3,1,41,5,1,38,13,15,9
43,No,Travel_Rarely,Research & Development,11,1,Technical Degree,3,Male,Healthcare Representative,2,Married,6274,5,No,3,3,33,4,2,32,14,1,6
36,No,Travel_Rarely,Sales,22,4,Life Sciences,2,Male,Manager,3,Single,6387,6,Yes,3,3,2,1,3,0,0,14,0
45,No,Travel_Rarely,Research & Development,16,2,Medical,3,Male,Laboratory Technician,4,Divorced,4255,7,No,3,2,37,0,1,36,13,11,16
34,No,Travel_Rarely,Sales,29,2,Life Sciences,3,Male,Sales Executive,2,Divorced,3879,7,No,3,3,7,6,2,5,5,15,5
60,No,Travel_Rarely,Research & Development,9,5,Marketing,3,Male,Research Scientist,1,Married,4486,8,No,3,0,36,4,3,33,6,9,3
58,No,Travel_Rarely,Research & Development,15,3,Life Sciences,2,Male,Healthcare Representative,2,Married,2480,9,No,3,3,16,1,2,14,3,15,4
59,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,Female,Healthcare Representative,1,Married,7562,2,No,4,3,29,0,2,25,17,15,0
37,No,Travel_Rarely,Research & Development,19,5,Technical Degree,2,Male,Research Scientist,2,Married,3038,9,No,3,3,16,5,1,13,4,2,10
57,No,Travel_Rarely,Research & Development,9,4,Technical Degree,4,Female,Manager,2,Single,2601,6,No,3,2,7,6,3,6,5,2,0
56,No,Travel_Rarely,Sales,4,1,Life Sciences,3,Male,Sales Executive,2,Married,4872,6,No,3,1,30,0,2,30,6,11,7
40,No,Travel_Rarely,Research & Development,21,1,Medical,4,Male,Manager,1,Divorced,4545,0,Yes,3,1,26,2,4,23,14,12,3
49,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Female,Sales Executive,2,Single,5708,7,Yes,3,2,34,0,3,30,0,5,14
50,No,Travel_Frequently,Research & Development,22,5,Technical Degree,1,Male,Research Scientist,4,Divorced,3494,3,No,3,0,30,1,4,28,3,3,16
22,No,Travel_Rarely,Research & Development,26,2,Marketing,1,Male,Laboratory Technician,4,Divorced,3883,4,No,3,0,32,4,1,31,0,3,17
60,No,Travel_Rarely,Sales,8,3,Medical,3,Male,Sales Executive,4,Single,7444,5,No,3,2,17,6,4,16,10,0,2
51,No,Travel_Rarely,Sales,24,2,Marketing,1,Female,Manager,1,Married,7177,2,No,3,1,17,4,3,13,13,5,13
57,No,Travel_Rarely,Research & Development,8,3,Life Sciences,2,Female,Laboratory Technician,1,Single,7000,4,No,3,0,43,6,2,39,13,7,6
28,No,Travel_Rarely,Research & Development,19,2,Medical,2,Male,Research Scientist,4,Married,5015,9,No,3,2,38,2,2,35,10,7,16
20,No,Travel_Rarely,Research & Development,15,5,Life Sciences,1,Male,Research Scientist,4,Divorced,5439,4,Yes,4,1,23,1,3,23,9,14,17
50,No,Travel_Rarely,Research & Development,16,5,Human Resources,3,Female,Research Scientist,4,Single,5643,0,Yes,3,0,26,0,2,26,16,7,7
